id,,Informasi umum,Nama entitas,Penjelasan perubahan nama dari akhir periode laporan sebelumnya,Kode entitas,Nomor identifikasi entitas,Industri utama entitas,Sektor,Subsektor,Informasi pemegang saham pengendali,Jenis entitas,Jenis efek yang dicatatkan,Jenis papan perdagangan tempat entitas tercatat,Apakah merupakan laporan keuangan satu entitas atau suatu kelompok entitas,Periode penyampaian laporan keuangan,Tanggal awal periode berjalan,Tanggal akhir periode berjalan,Tanggal akhir tahun sebelumnya,Tanggal awal periode sebelumnya,Tanggal akhir periode sebelumnya,Mata uang pelaporan,Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah,Pembulatan yang digunakan dalam penyajian jumlah dalam laporan keuangan,Jenis laporan atas laporan keuangan,Jenis opini auditor,"Hal yang diungkapkan dalam paragraf pendapat untuk penekanan atas suatu masalah atau paragraf penjelasan lainnya, jika ada",Hasil penugasan review,Tanggal laporan audit atau hasil laporan review,Auditor tahun berjalan,Nama partner audit tahun berjalan,Lama tahun penugasan partner yang menandatangani,Auditor tahun sebelumnya,Nama partner audit tahun sebelumnya,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII G 11 tentang tanggung jawab direksi atas laporan keuangan,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII A dua tentang independensi akuntan yang memberikan jasa audit di pasar modal
2018AuditCLAYFinancialStatement2018TahunanCLAYxlsx.xlsx,31 December 2018,,PT Citra Putra Realty Tbk,,CLAY,AA876,Properti / Property,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Doli, Bambang, Sudarmadji & Dadang","Sudirman Simangunsong, MSi, CPA",,"Doli, Bambang, Sudarmadji & Dadang","Sudirman Simangunsong, MSi, CPA",Ya / Yes,
2018AuditCLEOFinancialStatement2018TahunanCLEOxlsx.xlsx,31 December 2018,,PT Sariguna Primatirta Tbk,,CLEO,AA755,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 08, 2019","Teramihardja, Pradhono & Chandra","Fitradewata Teramihardja, S.E., Ak., CPA",,"Teramihardja, Pradhono & Chandra","Fitradewata Teramihardja, S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditCLPIFinancialStatement2018TahunanCLPIxlsx.xlsx,31 December 2018,,Colorpak Indonesia Tbk,,CLPI,AA377,Umum / General,"9. Trade, Services & Investment",91. Wholesale (Durable & Non-Durable Goods),Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Purwantono, Suherman & Surja",MUHAMMAD KURNIAWAN,SATU TAHUN,"Purwantono, Sungkoro dan Surja",MUHAMMAD KURNIAWAN,Ya / Yes,Ya / Yes
2018AuditCMNPFinancialStatement2018TahunanCMNPxlsx.xlsx,31 December 2018,,Citra Marga Nusaphala Persada Tbk,,CMNP,AA230,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation","72. Toll Road, Airport, Harbor And Allied Products",No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,0.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 04, 2019","Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs. Nunu Durdiyaman, CPA",,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Drs. Ruchjat Kosasih, MM., CPA",Ya / Yes,Ya / Yes
2018AuditCMPPFinancialStatement2018TahunanCMPPxlsx.xlsx,31 December 2018,,PT AirAsia Indonesia Tbk,,CMPP,AA223,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 08, 2019","Purwantono, Sungkoro & Surja",Muhammad Kurniawan,,"Purwantono, Sungkoro & Surja",Muhammad Kurniawan,Ya / Yes,Ya / Yes
2018AuditCNKOFinancialStatement2018TahunanCNKOxlsx.xlsx,31 December 2018,,Exploitasi Energi Indonesia Tbk,,CNKO,AA375,Umum / General,"9. Trade, Services & Investment",91. Wholesale (Durable & Non-Durable Goods),National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"January 15, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan",Nunu Nurdiyaman,,"Kosasih, Nurdiyaman, Tjahjo & Rekan",Nunu Nurdiyaman,Ya / Yes,Ya / Yes
2018AuditCNTXFinancialStatement2018TahunanCNTXxlsx.xlsx,31 March 2019,,Centex Tbk,,CNTX,AA002,Umum / General,4. Miscellaneous Industry,"43. Textile, Garment",National and Foreign Corporation,Joint Venture - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-04-01,2019-03-31,2018-03-31,2017-04-01,2018-03-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"June 26, 2019",Siddharta Widjaja & Rekan,"Ratna Wulandari, S.E., CA., CPA",,Siddharta Widjaja & Rekan,"Dra. Tohana Widjaja, MBA, CPA",Ya / Yes,Ya / Yes
2018AuditCOCOFinancialStatement2018TahunanCOCOxlsx.xlsx,31 December 2018,,PT Wahana Interfood Nusantara Tbk.,,COCO,AA879,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Tjahjadi & Tamara,Riani,,Tjahjadi & Tamara,Riani,Ya / Yes,Ya / Yes
2018AuditCOWLFinancialStatement2018TahunanCOWLxlsx.xlsx,31 December 2018,,COWELL DEVELOPMENT Tbk,,COWL,AA502,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,29 April 2019,"Teramihardja, Pradhono & Chandra","Drs. Nursal, Ak., CA, CPA",,"Teramihardja, Pradhono & Chandra","Fitradewata Teramihardja, SE.,Ak.,CPA",Ya / Yes,Ya / Yes
2018AuditCPINFinancialStatement2018TahunanCPINxlsx.xlsx,31 December 2018,,Charoen Pokphand Indonesia Tbk,,CPIN,AA132,Umum / General,3. Basic Industry And Chemicals,36. Animal Feed,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Purwantono, Suherman & Surja",Mento,,"Purwantono, Suherman & Surja",Sherly Jokom,Ya / Yes,Tidak / No
2018AuditCPRIFinancialStatement2018TahunanCPRIxlsx.xlsx,31 December 2018,,PT Capri Nusa Satu Properti Tbk.,,CPRI,AA883,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"May 31, 2019","Kanaka Puradiredja, Suhartono","Florus Daeli MM., CPA.",,"Kanaka Puradiredja, Suhartono","Florus Daeli MM., CPA.",Ya / Yes,Ya / Yes
2018AuditCPROFinancialStatement2018TahunanCPROxlsx.xlsx,31 December 2018,,Central Proteina Prima Tbk,,CPRO,AA476,Umum / General,3. Basic Industry And Chemicals,36. Animal Feed,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Purwantono, Sungkoro & Surja",Sherly Jokom,,"Purwantono,Sungkoro,& Surja",Peter Surja,Ya / Yes,Ya / Yes
2018AuditCSAPFinancialStatement2018TahunanCSAPxlsx.xlsx,31 December 2018,,Catur Sentosa Adiprana Tbk,,CSAP,AA497,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Purwantono, Suherman & Surja",Feniwati Chendana,2,"Purwantono, Suherman & Surja",Feniwati Chendana,Ya / Yes,Ya / Yes
2018AuditCSISFinancialStatement2018TahunanCSISxlsx.xlsx,31 December 2018,,PT Cahayasakti Investindo Sukses Tbk,,CSIS,AA757,Properti / Property,"6. Property, Real Estate And Building Construction",62. Building Construction,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"Juni 28, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Erna, S.E., Ak, CA., CPS",1,"Amir Abadi Jusuf, Aryanto, Mawar dan Rekan",Didik Wahyudiyanto,Ya / Yes,Ya / Yes
2018AuditCTBNFinancialStatement2018TahunanCTBNxlsx.xlsx,31 December 2018,,Citra Tubindo Tbk,,CTBN,AA054,Umum / General,3. Basic Industry And Chemicals,33. Metal And Allied Products,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Purwantono, Sungkoro & Surja",Susanti,1,"Purwantono, Suherman & Surja",Hermawan Setiadi,Ya / Yes,Ya / Yes
2018AuditCTRAFinancialStatement2018TahunanCTRAxlsx.xlsx,31 December 2018,,Ciputra Development Tbk,,CTRA,AA189,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-27,"Purwantono, Sungkoro & Surja",Benyanto Suherman,,"Purwantono, Suherman & Surja",Benyanto Suherman,Ya / Yes,Ya / Yes
2018AuditCTTHFinancialStatement2018TahunanCTTHxlsx.xlsx,31 December 2018,,Citatah Tbk,,CTTH,AA255,Umum / General,2. Mining,23. Metal And Mineral Mining,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Mirawati Sensi Idris,Maria Leckzinska,,Mirawati Sensi Idris,Maria Leckzinska,Ya / Yes,Ya / Yes
2018AuditDARTFinancialStatement2018TahunanDARTxlsx.xlsx,31 December 2018,,Duta Anggada Realty Tbk,,DART,AA082,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Purwantono, Suherman & Surja","Peter Surja, CPA",,"Purwantono, Suherman & Surja","Peter Surja, CPA",Ya / Yes,Ya / Yes
2018AuditDAYAFinancialStatement2018TahunanDAYAxlsx.xlsx,31 December 2018,,PT Duta Intidaya Tbk.,,DAYA,AA730,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 28, 2019","Tanudiredja, Wibisana, Rintis & Rekan","Chrisna A. Wardhana, CPA",,"Tanudiredja, Wibisana, Rintis, & Rekan","Chrisna A. Wardhana, CPA",Ya / Yes,Ya / Yes
2018AuditDEALFinancialStatement2018TahunanDEALxlsx.xlsx,31 December 2018,,PT Dewata Freightinternational Tbk.,,DEAL,AA862,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Meilyn Soetiono SE., Ak., CPA",2,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Meilyn Soetiono SE., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditDEFIFinancialStatement2018TahunanDEFIxlsx.xlsx,31 December 2018,,Danasupra Erapacific Tbk,,DEFI,AA358,Pembiayaan / Financing,8. Finance,82. Financial Institution,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019","Bambang S., Drs. & Rekan","Drs.Sudarmadji Herry Sutrisno,Ak.,MM.,CPA.,CA",,"Bambang S., Drs. & Rekan","DR.Bambang Sudaryono, MBA.,CPA",Ya / Yes,Ya / Yes
2018AuditDEWAFinancialStatement2018TahunanDEWAxlsx.xlsx,31 December 2018,,Darma Henwa Tbk,,DEWA,AA488,Umum / General,2. Mining,21. Coal Mining,Foreign Corporation,Foreign Company,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 02, 2019","Aryanto, Amir Jusuf, Mawar & Saptoto",Rudi Hartono Purba,-,"Aryanto, Amir Jusuf, Mawar & Saptoto",Benny Andria,Ya / Yes,Ya / Yes
2018AuditDFAMFinancialStatement2018TahunanDFAMxlsx.xlsx,31 December 2018,,PT Dafam Property Indonesia Tbk,,DFAM,AA810,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019",Morhan & Rekan,"Morhan Tirtonadi, CPA",,Morhan & Rekan,"David Kurniawan, CPA",Ya / Yes,Ya / Yes
2018AuditDGIKFinancialStatement2018TahunanDGIKxlsx.xlsx,31 December 2018,,Nusa Konstruksi Enjiniring  Tbk,,DGIK,AA503,Properti / Property,"6. Property, Real Estate And Building Construction",62. Building Construction,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 11, 2019",Hertanto Grace Karunawan,"Bambang Karunawan, CPA",,Hertanto Grace Karunawan,"Bambang Karunawan, CPA",Ya / Yes,Ya / Yes
2018AuditDIGIFinancialStatement2018TahunanDIGIxlsx.xlsx,31 December 2018,,PT Arkadia Digital Media Tbk,,DIGI,AA846,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019",Robert Ricker,"Robert Ricker S.E., Ak., M.M., CPA",,"Doli, Bambang, Sudarmadji & Dadang",Sudirman Simangunsong,Ya / Yes,Ya / Yes
2018AuditDILDFinancialStatement2018TahunanDILDxlsx.xlsx,31 December 2018,,Intiland Development Tbk,,DILD,AA143,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Individual WNI,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019",Mirawati Sensi Idris,Jacinta Mirawati,,Mirawati Sensi Idris,Ahmad Syakir,Ya / Yes,Ya / Yes
2018AuditDIVAFinancialStatement2018TahunanDIVAxlsx.xlsx,31 December 2018,,PT Distribusi Voucher Nusantara Tbk,,DIVA,AA864,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 12, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Drs. Emanuel Handojo Pranadjaja, CA, CPA",,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Juninho Widjaja, CPA",Ya / Yes,Ya / Yes
2018AuditDKFTFinancialStatement2018TahunanDKFTxlsx.xlsx,31 December 2018,,Central Omega Resources Tbk,,DKFT,AA294,Umum / General,2. Mining,23. Metal And Mineral Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Mirawati Sensi Idris,Jacinta Mirawati,2,Mirawati Sensi Idris,Jacinta Mirawati,Ya / Yes,Ya / Yes
2018AuditDLTAFinancialStatement2018TahunanDLTAxlsx.xlsx,31 December 2018,,Delta Djakarta Tbk,,DLTA,AA022,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,National and Foreign Corporation,Joint Venture - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019",Satrio Bing Eny & Rekan,Henri Arifian,,Satrio Bing Eny & Rekan,Parlindungan Siahaan,Ya / Yes,Ya / Yes
2018AuditDMASFinancialStatement2018TahunanDMASxlsx.xlsx,31 December 2018,,PT Puradelta Lestari Tbk.,,DMAS,AA707,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National and Foreign Corporation,Joint Venture - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 15, 2019",Mirawati Sensi Idris,Leo Susanto,,Mirawati Sensi Idris,Leo Susanto,Ya / Yes,Ya / Yes
2018AuditDNARFinancialStatement2018TahunanDNARxlsx.xlsx,31 December 2018,,PT Bank Dinar Indonesia Tbk.,,DNAR,AA692,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 22, 2019","Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan",Ary,,Hendrawinata Hanny Erwin & Sumargo,"Iskariman Supardjo, CPA",Ya / Yes,Ya / Yes
2018AuditDNETFinancialStatement2018TahunanDNETxlsx.xlsx,31 December 2018,,PT Indoritel Makmur Internasional Tbk.,,DNET,AA343,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Purwantono, Suherman & Surja",Benediktio Salim,,"Purwantono, Suherman & Surja",Peter Surja,Ya / Yes,Ya / Yes
2018AuditDOIDFinancialStatement2018TahunanDOIDxlsx.xlsx,31 December 2018,,Delta Dunia Makmur Tbk,,DOID,AA355,Umum / General,2. Mining,21. Coal Mining,No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 12, 2019",Aria Kanaka & Rekan,Aria Kanaka,1,Aria Kanaka & Rekan,Dudi Hadi Santoso,Ya / Yes,Ya / Yes
2018AuditDPNSFinancialStatement2018TahunanDPNSxlsx.xlsx,31 December 2018,,Duta Pertiwi Nusantara Tbk,,DPNS,AA111,Umum / General,3. Basic Industry And Chemicals,34. Chemicals,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019","Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan","Drs. Paul Hadiwinata, CPA, CA, ACPA",,"Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Drs. Sikanto, AK., CA, MM",Ya / Yes,Ya / Yes
2018AuditDPUMFinancialStatement2018TahunanDPUMxlsx.xlsx,31 December 2018,,PT Dua Putra Utama Makmur Tbk.,,DPUM,AA718,Umum / General,"9. Trade, Services & Investment",91. Wholesale (Durable & Non-Durable Goods),Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 29, 2019","Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs. Emanuel Handojo Pranadjaja, CA, CPA",2,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs. Emanuel Handojo Pranadjaja, CA, CPA",Ya / Yes,Ya / Yes
